Date,Daily_Spending,Savings_Investment_Value,Total_Portfolio_Value,Portfolio_Return_YTD,Investment_Goal,Risk_Tolerance
2020-01-24,46.15,0.0,74006.05,0.0037,Wealth Accumulation,Medium
2020-01-25,55.1,0.0,73695.23,-0.0042,Wealth Accumulation,Medium
2020-01-26,64.85,0.0,73702.6,0.0001,Wealth Accumulation,Medium
2020-01-27,61.19,0.0,74166.92,0.0063,Wealth Accumulation,Medium
2020-01-28,57.22,9.37,74131.79,-0.0006,Wealth Accumulation,Medium
2020-01-29,51.05,0.0,74606.24,0.0064,Wealth Accumulation,Medium
2020-01-30,57.4,0.0,75068.79,0.0062,Wealth Accumulation,Medium
2020-01-31,55.47,0.0,74971.21,-0.0013,Wealth Accumulation,Medium
2020-02-01,53.45,0.0,75413.54,0.0059,Wealth Accumulation,Medium
2020-02-02,47.55,0.0,75881.1,0.0062,Wealth Accumulation,Medium
2020-02-03,62.67,0.0,75956.98,0.001,Wealth Accumulation,Medium
2020-02-04,53.93,0.0,75820.26,-0.0018,Wealth Accumulation,Medium
2020-02-05,48.83,0.0,76032.55,0.0028,Wealth Accumulation,Medium
2020-02-06,52.3,9.89,76711.53,0.0088,Wealth Accumulation,Medium
2020-02-07,53.23,0.0,77064.4,0.0046,Wealth Accumulation,Medium
2020-02-08,61.5,0.0,76879.45,-0.0024,Wealth Accumulation,Medium
2020-02-09,59.63,7.13,77286.35,0.0052,Wealth Accumulation,Medium
2020-02-10,60.34,8.56,77403.11,0.0014,Wealth Accumulation,Medium
2020-02-11,45.18,0.0,77704.99,0.0039,Wealth Accumulation,Medium
2020-02-12,53.29,0.0,78171.22,0.006,Wealth Accumulation,Medium
2020-02-13,54.59,9.06,78391.34,0.0027,Wealth Accumulation,Medium
2020-02-14,45.35,0.0,78955.76,0.0072,Wealth Accumulation,Medium
2020-02-15,50.17,6.97,79420.67,0.0058,Wealth Accumulation,Medium
2020-02-16,60.18,0.0,79754.24,0.0042,Wealth Accumulation,Medium
2020-02-17,47.72,0.0,79538.9,-0.0027,Wealth Accumulation,Medium
2020-02-18,55.69,0.0,80135.44,0.0075,Wealth Accumulation,Medium
2020-02-19,49.29,0.0,80856.66,0.009,Wealth Accumulation,Medium
2020-02-20,45.23,0.0,80622.18,-0.0029,Wealth Accumulation,Medium
2020-02-21,49.81,0.0,80807.61,0.0023,Wealth Accumulation,Medium
2020-02-22,64.51,7.49,80726.21,-0.0011,Wealth Accumulation,Medium
2020-02-23,61.03,0.0,81234.78,0.0063,Wealth Accumulation,Medium
2020-02-24,64.19,0.0,81705.95,0.0058,Wealth Accumulation,Medium
2020-02-25,54.76,0.0,81469.0,-0.0029,Wealth Accumulation,Medium
2020-02-26,47.2,0.0,82137.04,0.0082,Wealth Accumulation,Medium
2020-02-27,55.97,7.74,81955.87,-0.0023,Wealth Accumulation,Medium
2020-02-28,54.1,8.42,82537.98,0.007,Wealth Accumulation,Medium
2020-02-29,61.9,8.96,82703.76,0.0019,Wealth Accumulation,Medium
2020-03-01,46.98,0.0,82207.54,-0.006,Wealth Accumulation,Medium
2020-03-02,54.78,0.0,81780.06,-0.0052,Wealth Accumulation,Medium
2020-03-03,48.02,0.0,80626.96,-0.0141,Wealth Accumulation,Medium
2020-03-04,51.52,0.0,80215.76,-0.0051,Wealth Accumulation,Medium
2020-03-05,59.77,0.0,78795.94,-0.0177,Wealth Accumulation,Medium
2020-03-06,54.55,0.0,77519.45,-0.0162,Wealth Accumulation,Medium
2020-03-07,52.55,7.72,76077.56,-0.0187,Wealth Accumulation,Medium
2020-03-08,52.93,0.0,74867.92,-0.0159,Wealth Accumulation,Medium
2020-03-09,54.23,7.74,74239.29,-0.0085,Wealth Accumulation,Medium
2020-03-10,60.74,7.31,73712.07,-0.0072,Wealth Accumulation,Medium
2020-03-11,62.89,0.0,73100.26,-0.0083,Wealth Accumulation,Medium
2020-03-12,64.16,0.0,72332.71,-0.0105,Wealth Accumulation,Medium
2020-03-13,60.79,0.0,71443.02,-0.0123,Wealth Accumulation,Medium
2020-03-14,51.36,0.0,70771.45,-0.0094,Wealth Accumulation,Medium
2020-03-15,58.82,0.0,69773.58,-0.0141,Wealth Accumulation,Medium
2020-03-16,53.81,0.0,69257.25,-0.0074,Wealth Accumulation,Medium
2020-03-17,50.16,0.0,68578.53,-0.0098,Wealth Accumulation,Medium
2020-03-18,61.88,0.0,67927.03,-0.0095,Wealth Accumulation,Medium
2020-03-19,45.84,0.0,67111.91,-0.012,Wealth Accumulation,Medium
2020-03-20,63.11,8.69,66670.95,-0.0067,Wealth Accumulation,Medium
2020-03-21,54.3,0.0,65590.88,-0.0162,Wealth Accumulation,Medium
2020-03-22,57.82,0.0,64652.93,-0.0143,Wealth Accumulation,Medium
2020-03-23,58.27,0.0,64116.31,-0.0083,Wealth Accumulation,Medium
2020-03-24,62.99,0.0,63308.45,-0.0126,Wealth Accumulation,Medium
2020-03-25,57.82,0.0,62884.28,-0.0067,Wealth Accumulation,Medium
2020-03-26,57.37,7.37,61960.96,-0.0148,Wealth Accumulation,Medium
2020-03-27,46.43,0.0,61062.53,-0.0145,Wealth Accumulation,Medium
2020-03-28,55.46,0.0,60653.41,-0.0067,Wealth Accumulation,Medium
2020-03-29,48.1,9.48,59874.4,-0.013,Wealth Accumulation,Medium
2020-03-30,59.85,0.0,59137.94,-0.0123,Wealth Accumulation,Medium
2020-03-31,55.35,0.0,58250.87,-0.015,Wealth Accumulation,Medium
2020-04-01,58.71,7.11,57337.62,-0.0158,Wealth Accumulation,Medium
2020-04-02,45.94,0.0,56752.77,-0.0102,Wealth Accumulation,Medium
2020-04-03,46.81,0.0,55719.87,-0.0182,Wealth Accumulation,Medium
2020-04-04,59.44,0.0,55340.98,-0.0068,Wealth Accumulation,Medium
2020-04-05,46.56,0.0,54881.65,-0.0083,Wealth Accumulation,Medium
2020-04-06,46.55,8.73,53951.9,-0.0171,Wealth Accumulation,Medium
2020-04-07,45.37,8.48,53442.44,-0.0096,Wealth Accumulation,Medium
2020-04-08,64.26,0.0,52854.58,-0.011,Wealth Accumulation,Medium
2020-04-09,59.88,0.0,51945.48,-0.0172,Wealth Accumulation,Medium
2020-04-10,52.2,0.0,51119.54,-0.0159,Wealth Accumulation,Medium
2020-04-11,51.07,0.0,50408.98,-0.0139,Wealth Accumulation,Medium
2020-04-12,52.14,0.0,49930.1,-0.0095,Wealth Accumulation,Medium
2020-04-13,60.64,0.0,49410.82,-0.0104,Wealth Accumulation,Medium
2020-04-14,58.37,7.39,48825.28,-0.012,Wealth Accumulation,Medium
2020-04-15,48.85,7.89,48418.16,-0.0085,Wealth Accumulation,Medium
2020-04-16,48.64,7.97,48009.73,-0.0086,Wealth Accumulation,Medium
2020-04-17,47.12,0.0,47496.03,-0.0107,Wealth Accumulation,Medium
2020-04-18,58.37,9.85,47116.41,-0.0082,Wealth Accumulation,Medium
2020-04-19,60.45,0.0,46409.67,-0.015,Wealth Accumulation,Medium
2020-04-20,50.47,0.0,46094.08,-0.0068,Wealth Accumulation,Medium
2020-04-21,45.59,0.0,45596.26,-0.0108,Wealth Accumulation,Medium
2020-04-22,46.81,0.0,45245.17,-0.0077,Wealth Accumulation,Medium
2020-04-23,64.53,0.0,44711.28,-0.0118,Wealth Accumulation,Medium
2020-04-24,51.09,0.0,43964.6,-0.0167,Wealth Accumulation,Medium
2020-04-25,60.56,0.0,43441.42,-0.0119,Wealth Accumulation,Medium
2020-04-26,57.68,0.0,42815.87,-0.0144,Wealth Accumulation,Medium
2020-04-27,52.82,0.0,42409.12,-0.0095,Wealth Accumulation,Medium
2020-04-28,49.3,0.0,41862.04,-0.0129,Wealth Accumulation,Medium
2020-04-29,47.62,0.0,41548.07,-0.0075,Wealth Accumulation,Medium
2020-04-30,57.5,0.0,41140.9,-0.0098,Wealth Accumulation,Medium
2020-05-01,60.69,0.0,40741.83,-0.0097,Wealth Accumulation,Medium
2020-05-02,58.08,0.0,40061.45,-0.0167,Wealth Accumulation,Medium
2020-05-03,55.81,0.0,39853.13,-0.0052,Wealth Accumulation,Medium
2020-05-04,46.05,0.0,39558.21,-0.0074,Wealth Accumulation,Medium
2020-05-05,64.58,0.0,39233.84,-0.0082,Wealth Accumulation,Medium
2020-05-06,61.19,0.0,38645.33,-0.015,Wealth Accumulation,Medium
2020-05-07,51.07,0.0,38181.58,-0.012,Wealth Accumulation,Medium
2020-05-08,64.82,0.0,37498.13,-0.0179,Wealth Accumulation,Medium
2020-05-09,57.26,0.0,37051.91,-0.0119,Wealth Accumulation,Medium
2020-05-10,56.87,7.65,36400.03,-0.0178,Wealth Accumulation,Medium
2020-05-11,60.19,0.0,35974.15,-0.0117,Wealth Accumulation,Medium
2020-05-12,61.47,0.0,35603.62,-0.0103,Wealth Accumulation,Medium
2020-05-13,58.36,8.98,35110.59,-0.0141,Wealth Accumulation,Medium
2020-05-14,47.8,0.0,34671.71,-0.0125,Wealth Accumulation,Medium
2020-05-15,52.01,0.0,34432.47,-0.0069,Wealth Accumulation,Medium
2020-05-16,63.8,0.0,33798.91,-0.0184,Wealth Accumulation,Medium
2020-05-17,49.74,0.0,33525.14,-0.0081,Wealth Accumulation,Medium
2020-05-18,52.69,0.0,32941.8,-0.0174,Wealth Accumulation,Medium
2020-05-19,53.89,0.0,32302.73,-0.0194,Wealth Accumulation,Medium
2020-05-20,54.04,0.0,31747.13,-0.0172,Wealth Accumulation,Medium
2020-05-21,57.52,8.56,31485.84,-0.0085,Wealth Accumulation,Medium
2020-05-22,64.12,0.0,31048.18,-0.0139,Wealth Accumulation,Medium
2020-05-23,50.08,0.0,30833.95,-0.0069,Wealth Accumulation,Medium
2020-05-24,47.7,0.0,30460.86,-0.0121,Wealth Accumulation,Medium
2020-05-25,49.22,0.0,29860.78,-0.0197,Wealth Accumulation,Medium
2020-05-26,63.01,0.0,29586.06,-0.0092,Wealth Accumulation,Medium
2020-05-27,58.19,0.0,29044.64,-0.0183,Wealth Accumulation,Medium
2020-05-28,51.0,0.0,28806.47,-0.0082,Wealth Accumulation,Medium
2020-05-29,61.6,0.0,28302.36,-0.0175,Wealth Accumulation,Medium
2020-05-30,62.51,0.0,27883.48,-0.0148,Wealth Accumulation,Medium
2020-05-31,62.22,0.0,27643.68,-0.0086,Wealth Accumulation,Medium
2020-06-01,63.67,8.31,27494.43,-0.0057,Wealth Accumulation,Medium
2020-06-02,50.34,0.0,27098.51,-0.0144,Wealth Accumulation,Medium
2020-06-03,60.4,7.27,26899.83,-0.0076,Wealth Accumulation,Medium
2020-06-04,54.51,8.35,26448.19,-0.0171,Wealth Accumulation,Medium
2020-06-05,62.14,0.0,26239.25,-0.0079,Wealth Accumulation,Medium
2020-06-06,59.88,0.0,25974.23,-0.0101,Wealth Accumulation,Medium
2020-06-07,60.84,0.0,25530.07,-0.0171,Wealth Accumulation,Medium
2020-06-08,58.44,0.0,25134.36,-0.0155,Wealth Accumulation,Medium
2020-06-09,48.86,0.0,24681.94,-0.018,Wealth Accumulation,Medium
2020-06-10,56.22,0.0,24328.99,-0.0143,Wealth Accumulation,Medium
2020-06-11,65.01,0.0,23917.83,-0.0169,Wealth Accumulation,Medium
2020-06-12,64.07,0.0,23671.47,-0.0103,Wealth Accumulation,Medium
2020-06-13,46.19,0.0,23550.75,-0.0051,Wealth Accumulation,Medium
2020-06-14,48.63,0.0,23084.44,-0.0198,Wealth Accumulation,Medium
2020-06-15,47.97,0.0,22809.74,-0.0119,Wealth Accumulation,Medium
2020-06-16,59.86,7.05,22556.76,-0.0114,Wealth Accumulation,Medium
2020-06-17,61.69,8.81,22423.46,-0.0063,Wealth Accumulation,Medium
2020-06-18,49.61,9.45,22154.86,-0.0124,Wealth Accumulation,Medium
2020-06-19,55.46,8.59,21902.02,-0.0118,Wealth Accumulation,Medium
2020-06-20,62.16,0.0,21619.49,-0.0129,Wealth Accumulation,Medium
2020-06-21,60.01,8.19,21281.76,-0.016,Wealth Accumulation,Medium
2020-06-22,56.2,8.43,20881.58,-0.0192,Wealth Accumulation,Medium
2020-06-23,57.16,6.78,20598.11,-0.0139,Wealth Accumulation,Medium
2020-06-24,55.53,8.8,20211.43,-0.0192,Wealth Accumulation,Medium
2020-06-25,51.31,6.94,19981.89,-0.0117,Wealth Accumulation,Medium
2020-06-26,56.67,0.0,19674.17,-0.0154,Wealth Accumulation,Medium
2020-06-27,59.15,0.0,19438.08,-0.012,Wealth Accumulation,Medium
2020-06-28,62.84,8.48,19096.68,-0.018,Wealth Accumulation,Medium
2020-06-29,58.1,0.0,18982.1,-0.006,Wealth Accumulation,Medium
2020-06-30,60.6,0.0,18856.81,-0.0066,Wealth Accumulation,Medium
2020-07-01,48.58,9.32,18541.8,-0.0172,Wealth Accumulation,Medium
2020-07-02,54.62,0.0,18267.38,-0.0148,Wealth Accumulation,Medium
2020-07-03,45.57,0.0,18070.09,-0.0108,Wealth Accumulation,Medium
2020-07-04,50.32,0.0,17733.99,-0.0186,Wealth Accumulation,Medium
2020-07-05,59.92,0.0,17473.3,-0.0147,Wealth Accumulation,Medium
2020-07-06,65.23,8.43,17198.66,-0.0162,Wealth Accumulation,Medium
2020-07-07,47.38,0.0,17090.31,-0.0063,Wealth Accumulation,Medium
2020-07-08,53.43,0.0,16967.26,-0.0072,Wealth Accumulation,Medium
2020-07-09,61.41,0.0,16775.53,-0.0113,Wealth Accumulation,Medium
2020-07-10,49.49,9.56,16580.43,-0.0122,Wealth Accumulation,Medium
2020-07-11,56.51,0.0,16480.94,-0.006,Wealth Accumulation,Medium
2020-07-12,60.08,0.0,16382.06,-0.006,Wealth Accumulation,Medium
2020-07-13,57.74,0.0,16291.96,-0.0055,Wealth Accumulation,Medium
2020-07-14,49.18,7.04,16004.11,-0.0181,Wealth Accumulation,Medium
2020-07-15,52.53,0.0,15722.44,-0.0176,Wealth Accumulation,Medium
2020-07-16,61.1,0.0,15568.36,-0.0098,Wealth Accumulation,Medium
2020-07-17,56.51,0.0,15383.1,-0.0119,Wealth Accumulation,Medium
2020-07-18,45.54,0.0,15080.05,-0.0197,Wealth Accumulation,Medium
2020-07-19,60.65,0.0,14792.02,-0.0191,Wealth Accumulation,Medium
2020-07-20,46.14,0.0,14692.91,-0.0067,Wealth Accumulation,Medium
2020-07-21,60.36,0.0,14590.06,-0.007,Wealth Accumulation,Medium
2020-07-22,49.49,0.0,14377.05,-0.0146,Wealth Accumulation,Medium
2020-07-23,64.61,0.0,14282.16,-0.0066,Wealth Accumulation,Medium
2020-07-24,52.81,7.04,14130.67,-0.0111,Wealth Accumulation,Medium
2020-07-25,51.99,0.0,14019.04,-0.0079,Wealth Accumulation,Medium
2020-07-26,48.43,0.0,13828.38,-0.0136,Wealth Accumulation,Medium
2020-07-27,51.57,0.0,13575.32,-0.0183,Wealth Accumulation,Medium
2020-07-28,63.0,0.0,13392.05,-0.0135,Wealth Accumulation,Medium
2020-07-29,65.39,0.0,13216.62,-0.0131,Wealth Accumulation,Medium
2020-07-30,52.83,0.0,13061.98,-0.0117,Wealth Accumulation,Medium
2020-07-31,54.44,7.6,12829.24,-0.0184,Wealth Accumulation,Medium
2020-08-01,59.92,0.0,12763.81,-0.0051,Wealth Accumulation,Medium
2020-08-02,63.2,6.75,12562.51,-0.0163,Wealth Accumulation,Medium
2020-08-03,57.34,0.0,12348.95,-0.017,Wealth Accumulation,Medium
2020-08-04,53.31,0.0,12199.53,-0.0121,Wealth Accumulation,Medium
2020-08-05,53.74,0.0,12054.35,-0.0119,Wealth Accumulation,Medium
2020-08-06,59.4,0.0,11892.82,-0.0134,Wealth Accumulation,Medium
2020-08-07,45.56,9.92,11802.84,-0.0084,Wealth Accumulation,Medium
2020-08-08,57.89,6.88,11664.55,-0.0123,Wealth Accumulation,Medium
2020-08-09,52.61,0.0,11537.41,-0.0109,Wealth Accumulation,Medium
2020-08-10,61.39,0.0,11432.42,-0.0091,Wealth Accumulation,Medium
2020-08-11,47.36,8.82,11217.16,-0.0196,Wealth Accumulation,Medium
2020-08-12,57.27,0.0,11089.28,-0.0114,Wealth Accumulation,Medium
2020-08-13,55.13,0.0,11014.99,-0.0067,Wealth Accumulation,Medium
2020-08-14,58.36,0.0,10797.99,-0.0197,Wealth Accumulation,Medium
2020-08-15,46.81,0.0,10647.9,-0.0139,Wealth Accumulation,Medium
2020-08-16,57.12,0.0,10582.95,-0.0061,Wealth Accumulation,Medium
2020-08-17,56.75,0.0,10427.38,-0.0147,Wealth Accumulation,Medium
2020-08-18,56.74,0.0,10290.78,-0.0131,Wealth Accumulation,Medium
2020-08-19,57.6,9.42,10245.66,-0.0053,Wealth Accumulation,Medium
2020-08-20,59.06,0.0,10071.48,-0.017,Wealth Accumulation,Medium
2020-08-21,61.63,0.0,9880.12,-0.019,Wealth Accumulation,Medium
2020-08-22,50.93,0.0,9809.97,-0.0071,Wealth Accumulation,Medium
2020-08-23,62.04,0.0,9741.3,-0.007,Wealth Accumulation,Medium
2020-08-24,55.51,8.23,9623.87,-0.0129,Wealth Accumulation,Medium
2020-08-25,47.09,9.76,9515.26,-0.0123,Wealth Accumulation,Medium
2020-08-26,46.72,0.0,9443.89,-0.0075,Wealth Accumulation,Medium
2020-08-27,52.24,0.0,9359.84,-0.0089,Wealth Accumulation,Medium
2020-08-28,61.25,0.0,9210.09,-0.016,Wealth Accumulation,Medium
2020-08-29,59.71,0.0,9028.65,-0.0197,Wealth Accumulation,Medium
2020-08-30,61.33,0.0,8913.08,-0.0128,Wealth Accumulation,Medium
2020-08-31,55.91,0.0,8849.8,-0.0071,Wealth Accumulation,Medium
2020-09-01,54.37,0.0,8791.39,-0.0066,Wealth Accumulation,Medium
2020-09-02,48.52,0.0,8741.28,-0.0057,Wealth Accumulation,Medium
2020-09-03,52.14,0.0,8681.84,-0.0068,Wealth Accumulation,Medium
2020-09-04,54.26,0.0,8583.73,-0.0113,Wealth Accumulation,Medium
2020-09-05,47.35,9.05,8478.62,-0.0133,Wealth Accumulation,Medium
2020-09-06,49.99,0.0,8407.4,-0.0084,Wealth Accumulation,Medium
2020-09-07,57.55,7.72,8340.29,-0.0089,Wealth Accumulation,Medium
2020-09-08,60.3,0.0,8241.04,-0.0119,Wealth Accumulation,Medium
2020-09-09,65.56,8.85,8095.79,-0.0187,Wealth Accumulation,Medium
2020-09-10,64.26,0.0,8046.4,-0.0061,Wealth Accumulation,Medium
2020-09-11,58.45,0.0,7940.19,-0.0132,Wealth Accumulation,Medium
2020-09-12,54.03,0.0,7825.06,-0.0145,Wealth Accumulation,Medium
2020-09-13,58.33,9.64,7751.75,-0.0106,Wealth Accumulation,Medium
2020-09-14,61.32,8.16,7683.17,-0.0099,Wealth Accumulation,Medium
2020-09-15,47.98,0.0,7554.09,-0.0168,Wealth Accumulation,Medium
2020-09-16,53.81,6.92,7505.11,-0.0074,Wealth Accumulation,Medium
2020-09-17,62.41,0.0,7387.28,-0.0157,Wealth Accumulation,Medium
2020-09-18,53.3,0.0,7260.22,-0.0172,Wealth Accumulation,Medium
2020-09-19,57.06,0.0,7159.3,-0.0139,Wealth Accumulation,Medium
2020-09-20,57.38,0.0,7094.87,-0.009,Wealth Accumulation,Medium
2020-09-21,49.32,0.0,7055.85,-0.0055,Wealth Accumulation,Medium
2020-09-22,52.88,9.59,7009.7,-0.0079,Wealth Accumulation,Medium
2020-09-23,52.32,7.48,6975.82,-0.0059,Wealth Accumulation,Medium
2020-09-24,46.16,8.5,6859.45,-0.0179,Wealth Accumulation,Medium
2020-09-25,46.12,7.31,6737.12,-0.0189,Wealth Accumulation,Medium
2020-09-26,62.28,7.01,6665.98,-0.0116,Wealth Accumulation,Medium
2020-09-27,51.11,0.0,6561.99,-0.0156,Wealth Accumulation,Medium
2020-09-28,56.01,0.0,6512.12,-0.0076,Wealth Accumulation,Medium
2020-09-29,51.63,0.0,6447.65,-0.0099,Wealth Accumulation,Medium
2020-09-30,64.47,0.0,6412.83,-0.0054,Wealth Accumulation,Medium
2020-10-01,50.84,0.0,6308.94,-0.0162,Wealth Accumulation,Medium
2020-10-02,54.25,0.0,6228.82,-0.0127,Wealth Accumulation,Medium
2020-10-03,63.12,7.81,6158.77,-0.0125,Wealth Accumulation,Medium
2020-10-04,62.51,0.0,6057.76,-0.0164,Wealth Accumulation,Medium
2020-10-05,49.39,6.97,5997.49,-0.0111,Wealth Accumulation,Medium
2020-10-06,61.73,9.19,5926.32,-0.0134,Wealth Accumulation,Medium
2020-10-07,54.84,0.0,5847.5,-0.0133,Wealth Accumulation,Medium
2020-10-08,55.34,0.0,5762.12,-0.0146,Wealth Accumulation,Medium
2020-10-09,48.35,0.0,5648.61,-0.0197,Wealth Accumulation,Medium
2020-10-10,47.3,7.28,5586.98,-0.0122,Wealth Accumulation,Medium
2020-10-11,60.25,0.0,5503.17,-0.015,Wealth Accumulation,Medium
2020-10-12,55.62,0.0,5393.11,-0.02,Wealth Accumulation,Medium
2020-10-13,54.43,0.0,5310.05,-0.0154,Wealth Accumulation,Medium
2020-10-14,60.29,0.0,5226.16,-0.0158,Wealth Accumulation,Medium
2020-10-15,61.01,0.0,5152.47,-0.0141,Wealth Accumulation,Medium
2020-10-16,48.88,8.58,5068.3,-0.018,Wealth Accumulation,Medium
2020-10-17,57.91,0.0,5005.46,-0.0124,Wealth Accumulation,Medium
2020-10-18,48.42,0.0,4957.4,-0.0096,Wealth Accumulation,Medium
2020-10-19,60.74,0.0,4905.35,-0.0105,Wealth Accumulation,Medium
2020-10-20,58.85,0.0,4866.6,-0.0079,Wealth Accumulation,Medium
2020-10-21,64.85,0.0,4802.36,-0.0132,Wealth Accumulation,Medium
2020-10-22,47.1,0.0,4743.77,-0.0122,Wealth Accumulation,Medium
2020-10-23,46.87,0.0,4706.77,-0.0078,Wealth Accumulation,Medium
2020-10-24,51.37,0.0,4642.76,-0.0136,Wealth Accumulation,Medium
2020-10-25,50.96,0.0,4598.65,-0.0095,Wealth Accumulation,Medium
2020-10-26,50.67,9.14,4545.71,-0.0135,Wealth Accumulation,Medium
2020-10-27,63.86,8.92,4492.35,-0.0137,Wealth Accumulation,Medium
2020-10-28,50.73,0.0,4453.72,-0.0086,Wealth Accumulation,Medium
2020-10-29,51.18,0.0,4376.22,-0.0174,Wealth Accumulation,Medium
2020-10-30,60.93,0.0,4311.02,-0.0149,Wealth Accumulation,Medium
2020-10-31,54.74,0.0,4239.45,-0.0166,Wealth Accumulation,Medium
2020-11-01,61.29,8.92,4186.48,-0.0146,Wealth Accumulation,Medium
2020-11-02,47.06,9.53,4126.93,-0.0165,Wealth Accumulation,Medium
2020-11-03,55.51,0.0,4080.3,-0.0113,Wealth Accumulation,Medium
2020-11-04,46.43,8.76,4056.41,-0.008,Wealth Accumulation,Medium
2020-11-05,47.02,0.0,4023.15,-0.0082,Wealth Accumulation,Medium
2020-11-06,63.9,7.02,3971.84,-0.0145,Wealth Accumulation,Medium
2020-11-07,48.55,0.0,3951.18,-0.0052,Wealth Accumulation,Medium
2020-11-08,56.42,0.0,3907.32,-0.0111,Wealth Accumulation,Medium
2020-11-09,54.0,0.0,3852.62,-0.014,Wealth Accumulation,Medium
2020-11-10,52.73,0.0,3823.73,-0.0075,Wealth Accumulation,Medium
2020-11-11,63.78,9.01,3797.94,-0.0091,Wealth Accumulation,Medium
2020-11-12,46.22,0.0,3764.52,-0.0088,Wealth Accumulation,Medium
2020-11-13,59.06,0.0,3700.15,-0.0171,Wealth Accumulation,Medium
2020-11-14,65.06,0.0,3652.04,-0.013,Wealth Accumulation,Medium
2020-11-15,57.0,0.0,3626.12,-0.0071,Wealth Accumulation,Medium
2020-11-16,64.53,7.62,3588.77,-0.0124,Wealth Accumulation,Medium
2020-11-17,46.85,0.0,3553.96,-0.0097,Wealth Accumulation,Medium
2020-11-18,54.18,0.0,3514.16,-0.0112,Wealth Accumulation,Medium
2020-11-19,51.01,0.0,3488.15,-0.0074,Wealth Accumulation,Medium
2020-11-20,60.43,6.78,3440.17,-0.0157,Wealth Accumulation,Medium
2020-11-21,65.44,0.0,3400.95,-0.0114,Wealth Accumulation,Medium
2020-11-22,50.95,0.0,3339.05,-0.0182,Wealth Accumulation,Medium
2020-11-23,58.9,9.04,3316.04,-0.0096,Wealth Accumulation,Medium
2020-11-24,49.78,0.0,3286.19,-0.009,Wealth Accumulation,Medium
2020-11-25,57.13,0.0,3222.44,-0.0194,Wealth Accumulation,Medium
2020-11-26,55.11,0.0,3190.54,-0.0099,Wealth Accumulation,Medium
2020-11-27,65.27,0.0,3146.51,-0.0138,Wealth Accumulation,Medium
2020-11-28,58.0,0.0,3089.56,-0.0181,Wealth Accumulation,Medium
2020-11-29,52.83,0.0,3047.23,-0.0137,Wealth Accumulation,Medium
2020-11-30,48.12,0.0,2995.12,-0.0171,Wealth Accumulation,Medium
2020-12-01,48.87,8.34,2962.13,-0.0138,Wealth Accumulation,Medium
2020-12-02,50.35,0.0,2920.07,-0.0142,Wealth Accumulation,Medium
2020-12-03,50.87,0.0,2894.08,-0.0089,Wealth Accumulation,Medium
2020-12-04,62.86,0.0,2869.77,-0.0084,Wealth Accumulation,Medium
2020-12-05,57.08,0.0,2838.49,-0.0109,Wealth Accumulation,Medium
2020-12-06,56.33,0.0,2782.57,-0.0197,Wealth Accumulation,Medium
2020-12-07,48.16,0.0,2765.87,-0.006,Wealth Accumulation,Medium
2020-12-08,63.07,0.0,2739.05,-0.0097,Wealth Accumulation,Medium
2020-12-09,60.32,0.0,2685.63,-0.0195,Wealth Accumulation,Medium
2020-12-10,47.22,7.7,2672.66,-0.0077,Wealth Accumulation,Medium
2020-12-11,60.03,0.0,2627.22,-0.017,Wealth Accumulation,Medium
2020-12-12,56.75,0.0,2597.53,-0.0113,Wealth Accumulation,Medium
2020-12-13,47.51,0.0,2563.76,-0.013,Wealth Accumulation,Medium
2020-12-14,55.05,0.0,2528.64,-0.0137,Wealth Accumulation,Medium
2020-12-15,55.58,0.0,2511.7,-0.0067,Wealth Accumulation,Medium
2020-12-16,49.2,7.85,2485.89,-0.0134,Wealth Accumulation,Medium
2020-12-17,64.81,0.0,2438.91,-0.0189,Wealth Accumulation,Medium
2020-12-18,62.89,0.0,2424.76,-0.0058,Wealth Accumulation,Medium
2020-12-19,59.28,9.72,2419.45,-0.0062,Wealth Accumulation,Medium
2020-12-20,55.15,7.55,2403.53,-0.0097,Wealth Accumulation,Medium
2020-12-21,54.14,0.0,2372.29,-0.013,Wealth Accumulation,Medium
2020-12-22,58.93,0.0,2328.16,-0.0186,Wealth Accumulation,Medium
2020-12-23,56.82,8.86,2318.16,-0.0081,Wealth Accumulation,Medium
2020-12-24,47.16,0.0,2274.35,-0.0189,Wealth Accumulation,Medium
2020-12-25,56.17,0.0,2231.14,-0.019,Wealth Accumulation,Medium
2020-12-26,62.05,0.0,2204.59,-0.0119,Wealth Accumulation,Medium
2020-12-27,55.11,0.0,2165.79,-0.0176,Wealth Accumulation,Medium
2020-12-28,46.96,0.0,2122.69,-0.0199,Wealth Accumulation,Medium
2020-12-29,61.65,8.92,2102.53,-0.0137,Wealth Accumulation,Medium
2020-12-30,49.96,7.67,2072.56,-0.0179,Wealth Accumulation,Medium
2020-12-31,51.11,0.0,2036.08,-0.0176,Wealth Accumulation,Medium
2021-01-01,49.23,0.0,1997.8,-0.0188,Wealth Accumulation,Medium
2021-01-02,52.54,0.0,1964.04,-0.0169,Wealth Accumulation,Medium
2021-01-03,61.08,0.0,1945.78,-0.0093,Wealth Accumulation,Medium
2021-01-04,56.33,0.0,1930.4,-0.0079,Wealth Accumulation,Medium
2021-01-05,50.05,0.0,1904.92,-0.0132,Wealth Accumulation,Medium
2021-01-06,63.51,9.32,1890.62,-0.0124,Wealth Accumulation,Medium
2021-01-07,63.55,7.14,1860.9,-0.0195,Wealth Accumulation,Medium
